country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Gambia,The",0.652719975,0.665369987,0.681569993,0.690750003,0.734239995,,,,,,,,,,,,1.012799978,1.011010051,0.998529971,,,,,
Guinea-Bissau,,,,,,,,,0.64993,,,,,,,,,,,,,,,
EquatorialGuinea,,0.817319989,0.866479993,,,,,,0.719669998,,0.850390017,,,0.890969992,,,,,,,,,,
Greece,0.999610007,1.016309977,0.988759995,1.024960041,1.024999976,1.030969977,1.032070041,1.030910015,1.039409995,1.031399965,1.008649945,0.997889996,0.981320024,0.965919971,0.961000025,0.950139999,,,0.95818001,0.968900025,0.970600009,0.972710013,0.966340005,
Grenada,,1.043280005,,,,,,,,,1.032610059,0.987030029,1.013229966,0.993009984,,0.979380012,0.930400014,0.96796,0.994719982,,,0.969299972,0.987730026,0.976549983
Greenland,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,0.861360013,,,0.859250009,,0.870739996,0.862290025,0.892769992,0.900340021,0.907130003,,0.919610023,0.926209986,0.933229983,0.940729976,0.947969973,0.957080007,0.959020019,0.959179997,0.956250012,0.951960027,0.95393002,0.950969994
Guam,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,1.017799973,,1.007339954,,,,0.941789985,,0.935150027,0.968999982,0.963680029,0.978770018,0.972379982,0.978120029,,,
Highincome,1.000139952,0.99804002,0.995909989,0.999360025,0.998260021,1.002760053,1.008440018,1.006569982,0.998319983,1.001449943,0.999029994,1.000319958,1.001340032,0.999779999,0.99901998,0.998220026,0.996420026,0.997250021,0.993879974,0.994459987,0.992349982,0.996020019,0.996370018,0.997300029
"HongKongSAR,China",,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,1.056910038,1.067909956,1.070299983,,1.066120028,1.062379956,1.061439991,1.05745995,1.041120052,1.05577004
Heavilyindebtedpoorcountries(HIPC),0.777909994,0.779110014,0.776229978,0.772210002,0.767920017,0.771759987,0.774699986,0.791429996,0.800100029,0.804139972,0.806309998,0.817040026,0.811339974,0.832369983,0.843129992,0.849120021,0.858479977,0.868849993,0.877590001,0.885150015,0.891610026,0.897840023,0.899190009,
Croatia,,1.03076005,1.024919987,1.024539948,1.022429943,1.015619993,1.011199951,1.010310054,1.010830045,1.009199977,1.009250045,1.008620024,,1.022469997,1.022850037,1.024449944,1.026029944,1.026819944,1.049659967,1.027340055,1.027619958,1.025429964,1.02523005,1.034389973
Haiti,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,1.001809955,,1.018710017,1.020370007,1.018720031,1.015499949,1.009369969,1.00346005,0.998950005,0.99891001,0.99879998,0.99563998,0.988349974,0.98672998,0.988129973,0.989740014,0.984189987,0.987600029,0.98597002,0.982729971,0.982659996,0.997690022,0.997950017,0.999289989
IBRDonly,0.872470021,0.878820002,0.888419986,0.89428997,0.898850024,0.907299995,0.915579975,0.923529983,0.926769972,0.930869997,0.936479986,0.960900009,0.965309978,0.968289971,0.97220999,0.977140009,0.985329986,0.994440019,0.991159976,0.993170023,0.995630026,1.018620014,1.020550013,
IDA&IBRDtotal,0.855359972,0.860989988,0.869480014,0.87480998,0.879570007,0.886990011,0.894050002,0.901970029,0.905900002,0.90982002,0.913460016,0.933939993,0.935479999,0.941179991,0.945850015,0.950649977,0.958459973,0.966250002,0.965600014,0.968039989,0.97070998,0.986490011,0.98773998,
IDAtotal,0.795009971,0.799009979,0.804470003,0.808690012,0.814480007,0.820110023,0.824720025,0.834150016,0.842410028,0.848020017,0.847940028,0.858919978,0.853770018,0.870249987,0.879540026,0.886129975,0.895229995,0.902260005,0.909990013,0.915189981,0.919939995,0.920340002,0.922089994,
IDAblend,0.813809991,0.815460026,0.821739972,0.827859998,0.836000025,0.837599993,0.835380018,0.834900022,0.83938998,0.845000029,0.838230014,0.852119982,0.854290009,0.863900006,0.873210013,0.880490005,0.887920022,0.899410009,0.897809982,0.897759974,0.902840018,0.900020003,0.904630005,
Indonesia,0.945840001,0.928080022,0.934549987,0.931940019,0.93167001,,,0.964850008,0.970279992,0.978330016,0.98071003,0.982789993,0.986829996,0.975549996,0.983060002,0.979009986,0.984399974,0.983150005,1.021579981,1.02323997,1.009150028,0.985310018,0.98299998,0.986289978
IDAonly,0.783010006,0.788680017,0.793609977,0.796630025,0.801010013,0.809440017,0.818669975,0.834770024,0.845449984,0.850839972,0.854460001,0.863279998,0.853810012,0.874130011,0.883130014,0.889010012,0.898450017,0.903230011,0.915679991,0.923110008,0.927559972,0.929359972,0.929929972,
IsleofMan,,,,,,,,,,,,,,,,,,,,,,,,
India,,0.73071003,0.742340028,0.742460012,0.749719977,0.761969984,,0.782060027,0.787299991,0.79509002,0.815699995,0.900110006,,,,0.929660022,0.954829991,0.978510022,0.978630006,0.989059985,0.995000005,1.064939976,1.063719988,1.066059947
Notclassified,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1.04211998,1.019970059,1.023640037,1.029989958,1.038529992,1.042629957,1.023360014,1.022959948,1.029710054,1.032559991,1.035019994,1.032179952,1.029170036,1.034629941,1.02658999,1.024350047,1.025110006,1.023259997,1.019580007,1.011520028,1.012459993,,1.014649987,1.018849969
"Iran,IslamicRep.",0.851599991,0.864449978,0.874430001,0.88657999,,0.914579988,,0.930660009,0.939400017,0.943790019,0.947380006,0.947319984,0.961969972,0.967450023,0.971679986,0.999939978,0.985729992,0.983550012,0.986000001,0.985639989,0.982039988,1.005660057,1.022390008,1.029150009
Iraq,,0.788569987,,,0.792429984,,,0.782109976,0.774469972,,,0.813470006,0.791859984,,,0.814620018,,,,,,,,
Iceland,,0.990010023,0.989669979,0.984200001,0.989080012,,1.00522995,1.015920043,1.02402997,1.023030043,1.023249984,1.025490046,1.005169988,0.999469995,1.009600043,1.032189965,1.021630049,1.01936996,1.013059974,1.006539941,0.997290015,1.016749978,,
Israel,1.025449991,1.026950002,1.018720031,,,,,0.990459979,0.995029986,0.995570004,0.991519988,0.987779975,0.999130011,1.000010014,1.002650023,1.006549954,1.011569977,1.012930036,1.013560057,1.011980057,1.011929989,1.010689974,1.009220004,1.008229971
Italy,0.998080015,1.008620024,1.012390018,0.99229002,0.995930016,0.997990012,0.992649972,0.993889987,0.976639986,0.983720005,0.971599996,0.981109977,0.994149983,0.991649985,0.990480006,0.989139974,0.988650024,0.989300013,0.987559974,0.983560026,0.983919978,0.984889984,0.983070016,0.982990026
Jamaica,,1.005480051,,,,,,1.004559994,1.006440043,1.002689958,1.011360049,1.016340017,1.020959973,,,,,,,,,,,
Jordan,1.039510012,1.041720033,1.038969994,,1.026990056,,,1.029279947,1.029080033,,1.023900032,1.024080038,1.019979954,1.021309972,1.032680035,1.033079982,1.027519941,,1.024889946,1.024389982,1.016270041,1.018229961,1.027879953,
Japan,1.00861001,1.011260033,1.007859945,1.007570028,,,1.007310033,1.006719947,1.005839944,1.005130053,1.004109979,1.002850056,1.001510024,1.001070023,1.00127995,1.000959992,1.000429988,1.000949979,1.000519991,1.000890017,1.001019955,1.001240015,1.00127995,
Kazakhstan,,1.034289956,,,,1.066689968,1.034600019,0.998790026,1.029150009,,,,,,0.997789979,,,,1.004989982,1.005859971,1.007369995,1.012529969,1.015030026,1.020550013
Kenya,,,,,,,,0.966579974,0.975610018,0.967989981,0.950950027,0.971469998,0.940609992,0.958379984,0.960720003,0.952000022,0.959209979,0.95450002,,,,,,
KyrgyzRepublic,1.020889997,,,,,,,1.007060051,1.009930015,0.991900027,0.994490027,1.001039982,1.001399994,0.995079994,0.995630026,0.996710002,,1.030529976,0.994930029,0.999390006,0.994629979,1.000669956,1.000589967,1.004770041
Cambodia,,,,,,,0.789399981,0.810909986,0.818239987,0.835789979,0.848680019,0.859899998,0.876160026,,0.899429977,0.90358001,0.914699972,,,,,,,
Kiribati,1.023000002,,,1.056380033,1.058259964,,1.029170036,1.072409987,1.064700007,1.090059996,1.076030016,1.072790027,1.099320054,1.069110036,1.069100022,1.08739996,1.069260001,,,,,,,
St.KittsandNevis,0.993780017,1.009029984,,,,,,,1.061750054,1.104969978,1.082409978,1.085729957,1.085520029,1.038120031,,1.001369953,1.029989958,1.039829969,0.997439981,1.027369976,1.026960015,1.098880053,1.022250056,1.035820007
"Korea,Rep.",0.995289981,1.000570059,0.998749971,1.011819959,1.015779972,1.009469986,1.007990003,1.003360033,1.000779986,1.000730038,0.997269988,0.992929995,0.989059985,0.986060023,0.988479972,0.99089998,0.992460012,0.99150002,0.989359975,0.987460017,0.988139987,0.989560008,0.990859985,0.991789997
Kuwait,0.973819971,0.971840024,0.978810012,0.996420026,0.957610011,1.00079,1.025069952,1.023720026,1.040199995,1.059649944,,1.065899968,1.072260022,1.06614995,1.030050039,0.987540007,0.989769995,0.979719996,0.98040998,0.981209993,1.04437995,1.052950025,1.062980056,
LatinAmerica&Caribbean(excludinghighincome),1.018000007,1.016729951,1.014979959,1.013960004,1.010089993,1.011299968,1.010120034,1.011000037,1.014209986,1.011199951,1.011639953,1.02173996,1.021489978,1.020810008,1.021649957,1.029119968,1.028079987,1.028749943,1.021569967,1.020709991,1.022629976,1.020910025,1.021289945,
