country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Equatorial Guinea,91.55200195,92.08200073,92.56999969,92.98899841,93.31600189,93.54299927,93.64900208,93.68599701,93.66699982,93.60500336,93.51000214,93.34100342,93.14299774,92.93599701,92.7539978,92.61599731,92.48500061,92.39900208,92.34799957,92.31700134,92.29100037,92.24099731,92.19799805,92.15599823,92.10700226,92.02200317,91.89299774,91.7519989
Greece,66.8239975,65.97200012,65.99500275,65.65699768,66.03800201,66.17099762,66.15200043,65.63300323,65.73899841,65.38500214,65.30400085,64.28399658,64.36799622,64.51699829,64.41699982,64.16899872,64.33799744,64.16600037,64.15000153,63.96900177,63.67599869,62.47399902,61.52600098,61.04899979,60.11500168,59.9679985,60.06200027,60.13899994
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,90.1969986,89.94499969,89.66899872,89.38500214,89.08100128,88.75299835,88.47200012,88.15699768,87.81900024,87.49500275,87.18099976,86.93099976,86.66899872,86.41899872,86.13300323,87.61000061,88.72899628,88.03299713,87.29000092,86.50700378,85.69100189,84.86699677,88.21499634,83.47399902,83.41699982,83.58699799,83.78099823,83.98000336
Guam,77.23699951,77.1989975,77.0719986,76.87200165,76.625,76.33499908,75.93299866,75.47299957,74.97000122,74.42500305,73.84300232,73.25900269,71.09799957,71.55200195,71.93800354,69.66500092,71.2460022,72.50299835,71.64299774,70.62999725,70.13500214,69.57099915,69.28399658,69.06600189,68.81600189,68.76000214,68.71800232,68.69499969
Guyana,83.63999939,83.1230011,82.54000092,81.93199921,81.59100342,81.36699677,81.03399658,80.85900116,81.13400269,81.25499725,81.59400177,81.71800232,81.85099792,82.0510025,82.03299713,82.11000061,81.95700073,81.3010025,80.80899811,80.26999664,79.70999908,79.08399963,78.48000336,77.88600159,77.42700195,77.1760025,77.02100372,76.95200348
High income,73.04560786,72.92195626,72.51280763,72.10832233,71.79190026,71.58726384,71.47778341,71.37604017,71.22534205,71.00089321,70.9088436,70.45897094,70.19464893,69.85207439,69.72235004,69.7338951,69.75586491,69.76754634,69.73338441,69.22795234,68.89565301,68.63275702,68.63132401,68.44849819,68.26610943,68.15803448,68.01054624,67.86369676
"Hong Kong SAR, China",79.33699799,79.03399658,78.44300079,77.9940033,77.2009964,76.76999664,75.98000336,75.3239975,74.72200012,74.02300262,73.3219986,72.69599915,72.23999786,71.96299744,71.77500153,71.29000092,70.84100342,70.46800232,69.59600067,69.30200195,68.47100067,68.41200256,68.67099762,69.13700104,68.7539978,68.45500183,68.13300323,67.81400299
Honduras,86.1289978,86.10299683,85.89499664,86.36100006,86.80000305,87.21700287,87.82800293,87.95899963,88.41799927,89.00299835,87.96600342,86.97699738,85.65100098,84.83200073,83.93099976,83.0510025,83.29599762,84.15399933,84.97799683,85.77100372,84.57700348,84.48500061,84.39700317,84.44000244,84.38600159,84.43000031,84.48500061,84.54699707
Heavily indebted poor countries (HIPC),82.81582774,82.64330276,82.46020228,82.29786308,82.23869693,82.14709951,82.02834783,81.92578838,81.85995952,81.8447023,81.80006793,81.72620098,81.67998188,81.60550922,81.51062468,81.42266336,81.33188286,81.29082966,81.27423126,81.29649272,81.25619713,81.15240683,81.08545301,81.12598907,81.02294337,81.05471104,81.08618216,81.11775694
Croatia,68.62000275,68.97399902,68.24099731,67.49900055,66.75099945,66.00099945,65.31700134,64.68099976,64.08799744,63.5359993,63.02600098,61.99700165,60.70700073,60.83800125,61.8409996,61.11000061,59.96300125,61.0870018,60.73400116,59.82099915,59.2179985,59.34400177,58.57600021,57.79000092,58.90800095,58.72600174,58.52899933,58.37599945
Haiti,77.39499664,76.73500061,76.02300262,75.24900055,74.40499878,73.49199677,72.61599731,71.68199921,70.72399902,69.79699707,68.93499756,68.91999817,68.97899628,69.09500122,69.2480011,69.4240036,69.58499908,69.75900269,69.99299622,70.19300079,70.51799774,70.70500183,70.88400269,71.0510025,71.20999908,71.35800171,71.53099823,71.69799805
Hungary,64.39700317,63.35200119,62.99300003,60.58599854,58.93700027,59.1969986,58.4280014,57.52700043,56.54100037,57.72800064,58.04700089,57.7140007,57.50999832,58.03699875,57.89400101,58.33100128,58.81100082,58.80799866,58.27099991,58.1590004,58.33300018,58.84899902,59.78699875,60.58100128,62.46300125,62.50899887,62.44300079,62.35699844
IBRD only,82.60274497,82.48381974,82.323863,82.16175331,81.95047859,81.81556711,81.55105034,81.24989744,80.88845497,80.9388518,80.57461099,80.25401198,79.90199039,79.651225,79.49959355,79.31690072,78.91961573,78.61660721,78.42101423,78.14959149,77.8673181,77.73608008,77.64787478,77.57053742,77.53880182,77.57797055,77.56057315,77.50339563
IDA & IBRD total,82.53636128,82.40301591,82.23727866,82.04060904,81.84662522,81.69809686,81.44189966,81.15889596,80.81489834,80.82583599,80.50162846,80.20676256,79.86741047,79.61134264,79.44039818,79.28957763,78.97162498,78.6937133,78.5128447,78.28690157,78.04816082,77.93880184,77.85055308,77.78367098,77.73602138,77.78528812,77.7904709,77.76402681
IDA total,82.20320418,82.00154625,81.81148979,81.45103402,81.34664989,81.13894287,80.92607978,80.73247109,80.47336879,80.3057677,80.16872995,79.99301564,79.71226987,79.43388425,79.17927669,79.170164,79.19680939,79.02430608,78.90248819,78.86300576,78.79740151,78.76800403,78.66840262,78.63143271,78.50905147,78.5860516,78.66564682,78.74127796
IDA blend,79.26755714,78.89745301,78.57344156,77.73406893,77.54185559,77.13945005,76.82278249,76.54113715,76.03929599,75.77284587,75.54135266,75.09578825,74.62251328,74.20448266,73.79899921,74.07385059,74.44645337,74.22029064,74.10690313,74.20348263,74.18673688,74.32873544,74.30177536,74.27415083,74.19003564,74.3329246,74.46344021,74.58128997
Indonesia,81.13800049,81.48699951,81.83399963,82.18099976,82.02899933,83.31500244,84.36100006,83.09899902,81.25900269,84.71499634,84.81900024,84.92099762,84.94799805,85.12000275,85.23600006,85.30400085,85.02300262,84.69200134,84.26000214,84.65699768,84.31800079,84.3010025,84.26599884,84.22000122,83.94499969,83.85399628,83.75,83.65499878
IDA only,83.75782021,83.63914073,83.51359877,83.39823143,83.3331903,83.22059209,83.06001444,82.91076067,82.77648733,82.65881684,82.57076235,82.53378495,82.35263269,82.14721288,81.97156928,81.81536017,81.66428933,81.52065128,81.3948452,81.28496137,81.19614538,81.07617657,80.93618513,80.89186321,80.74653467,80.78544013,80.83342874,80.88113548
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,85.05999756,84.84200287,84.63300323,84.4280014,84.22000122,83.97100067,83.68299866,83.39099884,83.10099792,82.8219986,82.56199646,82.63700104,82.72899628,82.83399963,82.94799805,83.06900024,82.5510025,82.04000092,81.53399658,81.02899933,80.52300262,80.03399658,79.54000092,79.30599976,79.10299683,79.10900116,79.09500122,79.07700348
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,70.64700317,70.63999939,68.51200104,68.11299896,68.46900177,68.27100372,68.49199677,68.58000183,69.83499908,70.79000092,71.45600128,71.36599731,70.94999695,70.95400238,71.55500031,72.86499786,73.50800323,73.45700073,72.6740036,70.76799774,69.23600006,68.42900085,68.13600159,68.3259964,68.22599792,67.81800079,67.4489975,67.06199646
"Iran, Islamic Rep.",80.55999756,80.34700012,79.39499664,78.3730011,77.25700378,76.03600311,74.68299866,74.29499817,73.96199799,73.73000336,73.61699677,73.60700226,73.65699768,73.77100372,73.96199799,74.23899841,73.21199799,72.27300262,70.32099915,70.59400177,69.9469986,70.4489975,70.91300201,71.95300293,72.36599731,72.73300171,72.99500275,73.15399933
Iraq,71.62400055,71.42500305,71.23300171,71.04199982,70.84799957,70.64900208,70.48400116,70.3219986,70.15299988,69.96700287,69.75700378,69.51300049,69.2480011,68.96600342,68.67700195,68.90699768,68.97100067,69.14800262,69.125,69.19999695,69.33899689,69.41999817,69.48799896,69.5510025,69.61699677,69.73100281,69.82700348,69.9280014
Iceland,81.88899994,82.20300293,82.66699982,80.23500061,79.88899994,81.78199768,80.31700134,80.28199768,81.35500336,82.0019989,82.24099731,82.03900146,81.15899658,80.26999664,79.44100189,80.1740036,81.67099762,81.47699738,80.79199982,78.47200012,78.6269989,77.77700043,77.14499664,77.74099731,77.71499634,77.5,77.33100128,77.15499878
Israel,72.27799988,72.36000061,72.04799652,73.67099762,73.3789978,72.94999695,71.79000092,71.14600372,70.52200317,70.1289978,70.09100342,69.85299683,68.90499878,68.60700226,69.19599915,69.28900146,69.72200012,70.16999817,70.12599945,69.41999817,69.66200256,69.34700012,69.42900085,69.60900116,69.51999664,69.36699677,69.1969986,69.04000092
Italy,66.90799713,66.70200348,64.68299866,64.20800018,63.125,62.26800156,62.06499863,61.82899857,61.80699921,61.54899979,61.30400085,61.02899933,61.32500076,61.63199997,61.75,61.00500107,60.79000092,60.43000031,60.38000107,59.53699875,59.04600143,58.6269989,59.04399872,58.31299973,58.29899979,58.14400101,57.97900009,57.80799866
Jamaica,81.76300049,81.45999908,81.15699768,80.83000183,80.4509964,79.97499847,79.56700134,79.10199738,78.58699799,78.13600159,77.65499878,77.15100098,76.60099792,75.98799896,75.38999939,75.09700012,74.96800232,74.85600281,74.73699951,72.46099854,70.96900177,70.78800201,70.89700317,72.0739975,72.10199738,72.2009964,72.42299652,72.68499756
Jordan,65.60199738,67.19100189,66.93900299,67.7539978,68.41500092,68.83000183,68.97599792,68.93900299,68.88800049,68.65399933,68.47699738,68.83000183,67.66500092,67.53600311,67.77799988,67.63800049,67.09200287,67.53700256,67.60900116,68.68699646,67.64099884,66.59999847,65.43199921,64.40599823,64.31999969,64.36499786,64.43299866,64.48899841
Japan,77.18699646,77.66500092,78.125,78.19799805,77.94200134,77.75499725,77.8259964,77.80599976,77.36399841,76.91600037,76.38300323,75.72599792,74.9469986,74.31800079,73.55999756,73.34400177,73.09999847,73.23200226,72.91000366,72.20200348,71.64900208,70.95700073,70.51300049,70.41600037,70.45400238,70.16300201,69.92700195,69.74099731
Kazakhstan,78.04299927,77.78800201,77.58399963,77.40899658,77.23000336,77.03199768,76.81999969,76.62799835,76.47000122,76.35099792,76.26699829,76.11699677,75.97899628,75.55799866,75.10199738,75.15799713,75.12799835,75.19400024,75.33999634,75.32099915,75.7539978,76.2460022,76.36199951,76.20400238,76.49299622,76.98000336,77.28900146,77.47599792
Kenya,80.37599945,79.68599701,78.99500275,78.30500031,77.6190033,76.93699646,76.18099976,75.41500092,74.64600372,73.88500214,73.13999939,72.41100311,71.68900299,70.99500275,70.35299683,69.77300262,70.02799988,70.3730011,70.73100281,71.0719986,71.36199951,71.61100006,71.79199982,71.91000366,71.95300293,72.12999725,72.26300049,72.34999847
Kyrgyz Republic,74.31700134,74.23200226,74.21600342,74.23699951,74.25499725,74.25299835,74.21299744,74.16300201,74.11599731,74.08399963,74.06300354,74.01300049,73.94200134,74.11299896,74.26799774,76.12799835,77.48600006,76.99299622,76.39499664,75.61499786,76.6230011,77.45600128,77.23500061,76.48500061,76.78299713,77.0510025,77.3030014,77.52400208
Cambodia,83.70300293,83.87999725,84.24900055,84.72299957,84.80599976,84.59999847,84.17500305,83.80799866,83.15799713,82.31900024,84.33000183,84.96299744,85.51499939,85.93199921,86.02799988,86.55999756,87.13600159,87.65499878,87.02400208,87.31500244,88.60299683,88.78299713,87.18800354,86.79599762,86.60399628,86.71700287,86.84700012,86.9940033
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",73.3809967,74.01899719,74.43900299,74.34200287,75.05899811,75.2539978,75.30799866,75.26699829,74.28399658,73.59700012,73.41799927,73.14600372,73.65599823,73.16500092,73.18599701,72.56199646,72.32299805,72.52400208,72.01200104,71.65299988,71.65100098,71.78800201,72.01499939,72.04199982,71.81199646,71.81800079,71.86299896,71.94799805
Kuwait,78.23100281,78.25800323,79.0019989,80.28099823,81.95600128,83.97699738,83.36699677,82.96499634,82.74700165,82.6989975,82.78299713,82.01899719,81.56800079,81.47000122,81.56099701,81.9260025,81.63700104,81.71299744,82.13300323,83.02600098,83.76899719,83.59300232,83.53700256,83.80599976,84.1289978,84.46199799,83.9260025,83.60500336
Latin America & Caribbean (excluding high income),82.68366403,82.89859681,83.12595052,83.10464575,82.93225304,82.6403062,81.99200052,82.27359032,82.17636666,81.96217912,81.44661984,81.1487159,80.97618526,80.58532208,80.85422292,80.80220351,80.730691,80.44464075,80.53999081,80.24184504,80.0044762,79.37560519,79.42045861,78.88819824,78.78452117,78.74933624,78.71011814,78.66482065
Lao PDR,82.87400055,82.8239975,82.70800018,82.57299805,82.29799652,82.0759964,81.83999634,81.58499908,81.47499847,81.1230011,80.82099915,80.51100159,80.14199829,79.72799683,79.27799988,78.78299713,78.31300354,77.9240036,77.55400085,77.26399994,76.98300171,76.83499908,76.75499725,76.69000244,76.69799805,77.03800201,77.40899658,77.78299713
Lebanon,69.09200287,69.8219986,69.63899994,69.32700348,68.97699738,68.77600098,68.56199646,69.01300049,68.92099762,69.27100372,69.55699921,69.98100281,70.41999817,70.79000092,70.62999725,70.62000275,70.61100006,70.34799957,70.23100281,70.12000275,70.02100372,69.98999786,70.00499725,70.06199646,70.15000153,70.25700378,70.44300079,70.63800049
Liberia,64.63999939,64.40200043,63.99599838,63.62400055,63.33599854,63.02700043,62.83300018,62.60900116,62.35599899,62.26399994,62.20999908,62.33100128,62.30599976,62.45899963,62.59500122,62.87400055,63.25699997,63.72100067,64.03299713,64.1780014,64.33399963,64.30799866,64.21900177,64.06999969,63.82300186,63.91899872,63.99499893,64.06400299
Libya,73.27999878,73.10900116,73.1760025,73.29499817,73.39399719,73.6969986,73.8239975,74.06099701,74.35099792,74.65299988,74.91799927,75.09700012,75.27100372,75.36000061,75.61499786,75.90699768,76.21299744,76.55899811,76.9469986,77.34200287,77.67500305,78.93800354,78.54799652,78.77200317,78.94499969,78.74700165,78.61100006,78.43800354
St. Lucia,77.07099915,77.13800049,76.70600128,76.77899933,76.9489975,76.84899902,76.46499634,76.61699677,76.08999634,76.01999664,75.75,76.47599792,76.79299927,76.59400177,77.125,77.58799744,75.97399902,75.71499634,75.5039978,75.43900299,75.47200012,75.50499725,75.86599731,76.125,76.42199707,76.47899628,76.53199768,76.55200195
Latin America & Caribbean,82.22707596,82.41861957,82.65495832,82.67490394,82.51568707,82.21347712,81.58321509,81.84668593,81.75513204,81.52897971,80.99997591,80.7078589,80.51942687,80.13623735,80.39473169,80.35985896,80.32053799,80.04776905,80.14681105,79.8478195,79.63304851,79.04588735,79.07769375,78.55791445,78.46131902,78.43631722,78.40529419,78.36555887
Least developed countries: UN classification,84.05519893,83.93309515,83.80189553,83.64723122,83.56311384,83.432427,83.26237053,83.11274509,82.98074293,82.84929408,82.76401709,82.66133444,82.58796521,82.48396453,82.36080157,82.24792002,82.1281857,81.96761973,81.8004004,81.67739773,81.54275712,81.36285997,81.1738749,81.09274986,80.93203058,80.9674736,81.00136773,81.0350706
Low income,84.66885077,84.63054397,84.58196986,84.51906659,84.44112984,84.34943609,84.23408363,84.08970296,83.97221094,83.86135747,83.83107818,83.83606427,83.86349542,83.84092361,83.77872464,83.67040846,83.58297951,83.43917785,83.3419533,83.25067439,83.10637499,82.88312581,82.71953626,82.68884788,82.55714166,82.56883215,82.58053918,82.59542106
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,79.32900238,78.15399933,76.66100311,77.1269989,76.83300018,74.96800232,75.88999939,76.60900116,77.59500122,78.23699951,76.95400238,76.83599854,76.73899841,76.63500214,75.23899841,76.21900177,77.01000214,76.61299896,76.78700256,76.35199738,76.58599854,76.18399811,75.95500183,76.13200378,75.96399689,75.63600159,75.34899902,75.04000092
Lower middle income,82.57422208,82.40717168,82.14581354,81.96589798,81.82991926,81.72560654,81.58455585,81.22769696,80.80914885,80.97074063,80.6941709,80.63756527,80.49295698,80.52864276,80.49507585,80.53616448,80.20307195,79.85436468,79.58346433,79.39129591,79.15311813,78.9799109,78.73485966,78.57612739,78.41795704,78.45348728,78.47294292,78.4851185
Low & middle income,82.67220929,82.55204604,82.39278454,82.19731797,82.0142431,81.87560902,81.62467929,81.34158089,80.99805655,81.01799905,80.68825528,80.39098286,80.05408281,79.7949276,79.61641528,79.45647532,79.1314132,78.8499039,78.65928896,78.42880098,78.17534277,78.0601651,77.96834548,77.89875203,77.84609141,77.89415499,77.89869324,77.87179283
Lesotho,83.97599792,83.61799622,83.21299744,82.77600098,82.39399719,82.08000183,81.86499786,81.69499969,81.53600311,81.35299683,80.43099976,79.48300171,78.51100159,77.52500153,76.53500366,75.54699707,74.61399841,73.74299622,72.94000244,73.04199982,73.16200256,73.32299805,73.48200226,73.65100098,73.58699799,73.89399719,74.21199799,74.55500031
Late-demographic dividend,83.06542486,82.93570481,82.8319492,82.64573216,82.3828021,82.25093506,81.86861765,81.62868381,81.31409554,81.28367355,80.93533938,80.35795832,79.79048845,79.28776558,78.844602,78.46452639,78.05756288,77.82223087,77.70971319,77.48655866,77.21217565,77.22805971,77.27901235,77.28165087,77.30132984,77.3445784,77.29033181,77.16373292
Lithuania,74.44300079,73.97299957,73.50299835,73.02500153,72.51699829,71.96600342,71.21800232,70.39099884,69.65299988,68.12599945,66.2559967,65.21299744,65.10600281,66.36399841,64.08200073,62.72700119,61.3769989,61.89699936,62.15200043,62.12900162,62.10900116,63.3219986,63.50699997,64.1289978,65.34200287,65.45899963,65.77300262,66.05599976
Luxembourg,68.28099823,68.84500122,68.08999634,68.15200043,67.28500366,66.16100311,66.07099915,65.36399841,65.40399933,65.05200195,65.96900177,65.08100128,65.91799927,64.39399719,64.32299805,64.66400146,64.22499847,63.44300079,63.36100006,66.06700134,65.3690033,64.46399689,65.1760025,65.53800201,66.04399872,66.10600281,65.79199982,65.49700165
Latvia,76.72100067,75.68299866,74.58599854,73.42199707,72.15100098,70.74199677,69.1969986,67.83899689,67.97799683,67.1760025,64.91300201,64.53199768,66.78800201,65.63300323,66.61399841,66.28399658,67.98000336,69.12000275,70.41899872,67.66300201,65.40399933,65.47799683,66.80999756,66.8010025,67.46499634,67.72299957,67.79000092,67.70700073
"Macao SAR, China",71.40299988,71.47200012,71.37999725,71.04000092,70.09899902,72.40200043,80.59200287,79.47799683,78.70600128,77.1289978,75.46800232,76.54699707,73.17099762,72.41000366,73.52999878,74.26599884,75.6969986,76.62200165,77.31800079,76.53399658,77.06900024,77.01499939,77.06999969,76.38300323,76.4280014,76.50700378,76.48500061,76.43800354
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,80.27200317,79.88999939,80.38500214,80.6740036,79.90299988,80.61799622,79.69300079,80.02500153,79.4980011,79.58899689,78.88400269,78.33200073,77.77899933,77.74299622,77.92500305,77.16600037,76.5019989,76.30400085,76.21700287,75.81400299,75.23999786,75.42700195,74.82900238,74.33599854,74.23899841,74.33300018,74.42500305,74.4980011
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,74.21900177,73.55899811,72.875,72.1309967,71.3030014,70.38500214,69.21099854,67.97299957,66.67199707,65.29399872,63.82099915,61.30400085,59.75699997,54.22100067,51.63399887,50.36399841,49.90999985,47.9679985,47.5909996,46.50999832,45.2840004,45.83399963,43.75500107,44.7480011,45.03300095,45.63000107,46.10300064,46.51900101
Madagascar,88.78199768,88.69300079,88.60700226,88.54499817,88.54699707,88.63400269,88.79399872,89.02300262,89.26799774,89.46199799,89.56900024,89.58499908,89.50499725,89.40299988,89.27600098,89.14900208,89.55599976,89.9509964,90.32700348,90.67199707,90.97000122,90.31700134,89.51499939,89.31099701,89.12200165,89.08799744,89.05500031,89.03199768
Maldives,77.02300262,76.38400269,75.75700378,75.09200287,74.32299805,73.41999817,73.00499725,72.5039978,71.96099854,71.45200348,71.02300262,71.56600189,72.20400238,72.91999817,73.70200348,74.54199982,75.43299866,75.57299805,75.77600098,76.03600311,76.34300232,76.83399963,77.36000061,77.88500214,78.36499786,78.82900238,79.23100281,79.56700134
Middle East & North Africa,76.96404624,76.92934318,75.98025729,76.20095961,76.11581462,75.70467402,75.1043543,74.73054683,74.30473677,74.57963606,74.38937758,74.06775889,73.7414395,73.81688845,74.05999117,74.26607392,73.43317323,73.31166515,73.12083912,73.31427524,73.5890355,73.80087885,73.94472228,74.35050394,74.52925028,74.71792984,74.78209206,74.81301703
Mexico,83.75299835,84.35600281,84.81300354,85.28900146,84.35700226,83.0530014,83.26300049,84.03600311,83.98600006,83.34200287,82.6969986,82.1760025,81.73000336,81.12400055,81.51399994,80.93900299,81.70300293,81.35299683,81.25700378,79.89299774,80.73300171,79.72899628,80.35700226,79.60399628,79.50099945,79.5,79.50499725,79.50800323
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,82.54106732,82.41431298,82.24636922,82.04056236,81.84876542,81.70521073,81.44413222,81.150349,80.78974225,80.81750947,80.46513391,80.14452654,79.77932091,79.50058655,79.31077882,79.1438605,78.79771653,78.50199219,78.29991801,78.05373491,77.78607333,77.67339616,77.5807752,77.50091572,77.44756313,77.49134583,77.48793373,77.44953457
"Macedonia, FYR",67.21499634,67.44799805,67.65599823,67.8710022,67.85099792,67.8219986,67.66699982,67.29000092,66.91500092,66.56400299,66.23799896,65.95200348,65.66899872,65.54399872,63.63999939,64.56199646,67.06099701,66.94200134,68.3809967,69.19999695,69.26599884,68.18699646,67.82900238,67.57700348,68.16600037,68.11000061,67.97799683,67.81700134
Mali,66.45400238,66.45600128,66.4240036,66.27700043,66.16000366,66.11799622,66.15299988,66.24500275,66.36199951,66.49900055,66.6289978,66.85099792,67.0530014,67.28600311,67.50499725,70.10700226,72.60399628,74.9940033,77.26000214,79.39199829,81.3809967,81.61799622,81.83799744,82.0510025,82.23699951,82.26100159,82.2990036,82.32900238
Malta,76.44200134,75.62000275,74.61699677,73.96800232,73.3259964,72.99700165,72.61699677,71.98300171,71.6190033,71.11499786,70.47599792,72.33100128,70.23899841,70.21099854,69.60199738,68.80400085,68.26499939,67.53800201,66.45600128,65.85900116,66.01999664,66.34700012,65.53700256,66.06199646,66.13500214,65.96800232,65.81999969,65.70400238
Myanmar,79.01200104,79.0759964,79.13999939,79.20200348,79.25800323,79.31300354,79.38200378,79.45500183,79.56700134,79.66300201,79.79399872,79.98999786,80.21399689,80.44000244,80.65100098,80.83000183,81.0530014,81.23100281,81.39299774,81.47100067,81.47899628,81.43699646,81.36799622,81.27300262,81.15200043,81.05899811,80.9509964,80.83499908
Middle East & North Africa (excluding high income),76.52477339,76.46830665,75.36956943,75.6184866,75.57121545,75.09048862,74.57389483,74.26417211,73.83850493,74.1681697,73.7134296,73.4074808,73.09266664,73.19093223,73.43276383,73.60149909,72.62293755,72.34862628,71.97188966,72.0415735,72.10398028,72.25268704,72.27710136,72.60121282,72.76065969,72.9120736,73.05262355,73.14718631
Montenegro,62.73699951,63.1230011,63.23099899,63.12099838,62.92300034,62.47700119,61.74100113,61.2879982,60.75299835,60.79199982,60.35300064,60.04100037,59.77899933,59.55699921,59.28499985,59.02099991,59.55899811,60.09700012,61.05400085,60.05699921,58.91799927,55.87099838,57.31200027,56.60900116,56.24200058,56.1230011,56.00400162,55.91199875
Mongolia,62.64699936,63.79299927,64.98200226,65.61799622,65.80599976,65.64600372,65.73999786,65.70400238,65.70700073,65.70899963,65.83200073,65.69400024,65.3789978,64.89800262,64.98600006,65.18499756,65.41999817,65.75099945,64.36799622,67.53199768,67.58699799,68.58000183,69.79699707,68.73100281,68.41899872,68.79299927,69.06099701,69.26399994
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,80.81700134,80.86000061,80.79100037,80.75499725,80.71199799,80.67500305,80.46700287,80.3010025,81.3239975,82.06400299,82.58200073,82.93000031,83.15299988,83.27600098,83.10399628,82.81099701,82.37999725,81.78099823,80.98999786,79.98100281,78.72799683,77.21199799,75.39700317,75.36000061,75.27899933,75.3769989,75.48100281,75.58799744
Mauritania,67.2539978,67.19000244,67.10800171,67.03600311,66.89299774,66.8259964,66.7480011,66.61100006,66.52100372,66.45200348,66.34400177,66.22200012,66.09100342,66.0039978,65.93099976,65.87999725,65.85099792,65.74900055,65.66500092,65.54299927,65.46600342,65.39600372,65.34899902,65.29199982,65.21600342,65.30799866,65.39600372,65.47899628
Mauritius,81.43299866,81.31999969,81.27500153,81.25099945,81.21399689,81.15000153,80.84200287,80.53099823,80.26399994,80.04699707,79.86100006,79.82299805,79.12799835,78.3769989,77.52999878,76.81199646,76.10700226,75.84300232,74.88400269,74.5019989,74.39099884,73.81500244,73.9940033,74.59899902,75.10099792,74.87200165,74.60600281,74.32800293
Malawi,79.10299683,79.02100372,78.91500092,78.80400085,78.71099854,78.64199829,78.53199768,78.4489975,78.3730011,79.43000031,80.51399994,81.62400055,82.72799683,83.81600189,84.86399841,85.83599854,83.64199829,80.85700226,80.35700226,80.52400208,80.64900208,80.76300049,80.79699707,80.74299622,80.6760025,80.76899719,80.8769989,80.98400116
Malaysia,80.29699707,80.46399689,80.60800171,80.72799683,80.82800293,80.90799713,80.97699738,81.04699707,81.14199829,80.74900055,81,80.2990036,79.6210022,78.97499847,78.36799622,77.8239975,77.16200256,76.53199768,76.0039978,75.90299988,75.86699677,76.55599976,77.2539978,77.48699951,77.48200226,77.61499786,77.7009964,77.75700378
North America,75.37480557,74.66462142,74.58354639,74.24738067,74.00095468,73.96185521,73.94731879,74.03120393,74.02927354,74.01342015,73.9709317,73.47282355,73.0939271,72.52939876,72.29303988,72.22528424,72.32655541,72.13548649,71.96538894,70.96189311,70.17455926,69.60830373,69.56527095,69.19780123,68.74775402,68.61872001,68.47295793,68.30493009
Namibia,64.88999939,64.61199951,64.46900177,64.37200165,64.34400177,63.625,62.9469986,62.40999985,63.12799835,63.83100128,64.50099945,65.3219986,66.04199982,66.66300201,67.20200348,67.68099976,68.2440033,68.7460022,69.20999908,67.80400085,66.3010025,64.82099915,63.23500061,63.02700043,62.86500168,63.32799911,63.79499817,64.27999878
New Caledonia,72.43099976,72.26499939,72.15399933,72.04199982,71.85600281,71.55799866,71.03800201,71.02500153,70.88400269,70.67700195,70.6289978,70.58999634,70.55200195,70.3789978,70.15100098,69.87599945,69.37999725,68.83200073,68.2519989,67.85299683,67.31900024,67.07900238,66.96800232,66.9260025,66.85700226,66.89800262,66.87799835,66.85700226
Niger,92.36299896,91.98500061,91.56099701,91.10199738,90.63500214,90.17199707,89.83000183,89.51799774,89.21199799,88.88700104,88.51999664,87.98300171,88.89199829,89.63800049,90.24199677,90.72200012,90.59500122,90.47699738,90.35900116,90.23200226,90.09400177,89.9489975,89.81400299,89.67900085,89.54499817,89.42099762,89.2990036,89.19000244
Nigeria,74.81600189,74.24299622,73.6289978,72.97399902,72.27899933,71.54299927,70.7519989,69.90299988,68.99099731,68.01499939,66.96900177,65.83999634,64.62200165,63.30599976,61.88299942,62.08599854,62.3030014,62.52399826,62.74599838,62.9620018,63.17100143,63.34899902,63.52000046,63.6780014,63.82300186,63.99100113,64.14900208,64.29499817
Nicaragua,83.04799652,83.39299774,83.72799683,84.05400085,84.36699677,84.66500092,84.22499847,83.77799988,83.3259964,82.87799835,82.43800354,82.02700043,81.6210022,81.21800232,80.81700134,80.41600037,80.0530014,79.93299866,80.00499725,80.51599884,80.54599762,80.41799927,80.34300232,80.28299713,80.22100067,80.34899902,80.47399902,80.57900238
