country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Uganda,81.43299866,81.30599976,81.20400238,81.03800201,80.87599945,80.76799774,80.67099762,80.54499817,80.50499725,80.45999908,80.3789978,79.48899841,78.38500214,77.05000305,77.83100128,78.5739975,79.27400208,79.94499969,80.58699799,81.1969986,81.78500366,82.33000183,82.30400085,82.31600189,82.33300018
Ukraine,55.15800095,54.68600082,54.35100174,54.00799942,53.63499832,53.27700043,52.94100189,52.58200073,52.15200043,51.65599823,52.05400085,51.96500015,52.13600159,52.15499878,52.22000122,52.27399826,52.32400131,52.38100052,52.41999817,52.05899811,51.17399979,51.96300125,52.04700089,52.1629982,52.23500061
UnitedArabEmirates,27.1609993,28.49300003,29.90399933,31.31599998,31.59900093,31.98999977,32.50799942,33.13199997,33.7859993,34.13899994,34.66799927,35.36399841,36.18799973,37.07600021,38.00099945,39.17499924,40.59600067,41.24599838,42.44100189,42.49900055,42.41500092,42.16699982,41.875,41.90299988,41.80699921
UnitedKingdom,52.19900131,52.17699814,52.2840004,52.27199936,52.70600128,53.11899948,53.12799835,53.67699814,54.01699829,53.90800095,54.38299942,54.37900162,54.73699951,54.93099976,55.52799988,55.18600082,55.59999847,55.6609993,55.75600052,55.75400162,55.97499847,56.59999847,56.88499832,56.91500092,56.95399857
UnitedStates,56.55099869,56.6609993,57.63399887,57.84000015,58.17499924,58.70399857,58.82799911,58.99300003,59.06000137,58.83499908,58.60599899,58.48300171,58.18299866,58.2859993,58.40599823,58.34899902,58.5530014,58.23500061,57.58200073,56.97299957,56.74900055,56.32099915,56.12099838,56.00799942,55.87200165
Uruguay,47.38499832,46.81399918,48.22600174,49.35599899,49.95800018,50.58300018,51.21900177,51.625,52.00999832,53.6780014,52.99499893,52.33100128,52.51599884,52.67399979,52.56900024,53.89199829,54.47900009,55.06299973,55.09500122,56.02999878,55.85400009,55.04199982,55.35200119,55.41799927,55.50999832
Uzbekistan,46.45299911,46.5379982,46.56200027,46.61600113,46.70899963,46.82300186,46.9129982,46.98600006,47.03699875,47.07899857,47.09799957,47.10800171,47.11999893,47.15000153,47.20999908,47.27899933,47.36600113,47.47000122,47.56800079,47.7480011,47.92200089,48.08300018,48.22200012,48.3409996,48.43700027
Vanuatu,77.04799652,76.24500275,75.4260025,74.58599854,73.69400024,72.77799988,71.84600067,70.91200256,69.98100281,69.05500031,68.13200378,67.20500183,66.26499939,65.30500031,64.2559967,63.23500061,62.26499939,61.32899857,61.47499847,61.54499817,61.57400131,61.59799957,61.59700012,61.64400101,61.65299988
"Venezuela,RB",38.02799988,36.29999924,37.38299942,41.30099869,44.02299881,46.36700058,48.0019989,48.94800186,49.05500031,52.68000031,54.89899826,53.79100037,52.7120018,51.66899872,50.67300034,50.20100021,50.70299911,51.09600067,50.6230011,50.99900055,50.59500122,50.55500031,51.36299896,51.43000031,51.48899841
Vietnam,73.58100128,73.49500275,73.37999725,73.23400116,73.10399628,72.99500275,72.9489975,72.93199921,72.85299683,72.8030014,72.7480011,72.6740036,72.57800293,72.47599792,72.39900208,72.30500031,72.2519989,72.22899628,72.4509964,72.74900055,73.09799957,73.47699738,73.62200165,73.77799988,73.86599731
VirginIslands(U.S.),52.18199921,52.40399933,52.54299927,52.73500061,52.95199966,53.15200043,53.26800156,53.36700058,52.94900131,53.19400024,53.60900116,54.07899857,54.52000046,54.86700058,55.17699814,55.33399963,55.33599854,55.25099945,55.20399857,54.77899933,54.37799835,53.98199844,53.57099915,53.13899994,52.80799866
WestBankandGaza,9.498999596,9.588999748,9.623000145,9.68500042,9.73900032,10.07900047,10.47599983,10.76799965,10.5909996,10.50800037,10.48400021,11.97099972,13.62899971,14.06400013,14.53600025,15.15699959,15.8380003,15.64700031,14.75699997,16.54500008,17.33300018,17.26499939,17.56500053,17.8239994,18.09199905
"Yemen,Rep.",16.54000092,16.76300049,16.95999908,17.90500069,18.86400032,19.86100006,20.89599991,21.96800041,22.26399994,22.54500008,22.82299995,23.09700012,23.36100006,23.61000061,23.85899925,24.10300064,24.34499931,24.5890007,24.82699966,25.01499939,25.21800041,25.42900085,25.64500046,25.82799911,26.01300049
Zambia,74.33000183,74.19000244,74.41600037,74.37999725,74.28099823,74.2480011,74.31400299,74.26300049,74.21399689,74.11799622,74.01899719,73.85800171,73.69799805,73.54399872,72.55000305,71.51699829,70.46700287,70.44300079,70.39499664,70.07299805,69.71700287,69.7539978,69.79699707,69.82099915,69.85099792
Zimbabwe,67.30799866,67.37200165,67.41799927,67.45600128,67.41699982,67.36199951,65.66400146,63.90200043,68.36000061,72.6269989,76.58200073,80.16799927,83.34600067,82.48300171,81.64700317,80.77600098,79.87200165,78.93900299,77.97499847,77.05500031,77.14099884,77.36199951,77.60700226,77.7519989,77.90000153
