country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Late-demographicdividend,,,,85.59075165,89.14583588,86.72964478,87.46205139,88.46900177,89.5091095,90.69921875,91.90227509,92.979599,94.18902588,95.33187866,96.48966217,97.63519287,97.76439667,97.78369904,97.74304962,97.47349548,96.68906403,95.72322083,,
Lithuania,,,,,99.16333008,,100,99.65812683,99.61383057,99.33010101,98.93437958,99.33058167,99.44374084,98.9254303,99.1893692,99.03353882,99.28362274,99.33293152,99.17826843,99.91829681,99.74875641,99.64859009,100,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,,99.27140045,98.91166687,99.40860748,99.60460663,99.66362,98.84185028,98.52300262,,99.12861633,100,100,99.1841507,98.74297333,98.1042099,98.58969116,98.36511993,
"MacaoSAR,China",98.85787201,,,,,,,91.96019745,91.18305969,94.89669037,97.93865967,100,95.74993134,98.68460846,100,100,99.78829193,100,100,99.76390839,100,98.85385132,100,
St.Martin(Frenchpart),,,,,,,,,,,,,,,,,,,,,,,,
Morocco,92.06089783,92.20523071,91.94389343,,88.2664566,,85.08135223,87.49508667,87.02580261,87.49704742,86.34261322,85.20570374,,82.36250305,83.90632629,82.43824005,83.71035767,85.13964844,84.51799011,84.50868988,86.77935028,84.96573639,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,98.46639252,,,,,,,98.08428192,98.99772644,99.37490845,97.94577789,98.89910889,98.96140289,97.93437195,97.65234375,98.27094269,97.99378204,98.1568985,97.8287735,98.03227234,97.23078918,
Madagascar,,55.90056992,,65.42308044,,,62.29423904,64.54190063,61.72431946,70.41545868,63.37442017,75.75343323,71.50409698,69.18726349,74.05522919,73.83615875,71.93589783,71.64019012,78.69006348,77.8646698,72.72283173,75.62767029,75.6696167,
Maldives,,,,,,,,,,,66.62732697,,95.10806274,97.86833191,,100,,,,,100,,,
MiddleEast&NorthAfrica,81.87589264,84.32759094,85.43153381,85.65556335,86.33837128,87.43251801,89.10327148,90.44680786,90.76135254,91.35485077,92.49188232,,90.36250305,89.6105957,92.61056519,93.47660065,93.81234741,93.86808777,94.09093475,92.9460144,89.22281647,88.81459808,,
